1298613348 0
1298613499 1
1298613615 0
1298613693 0
1298614028 32
1298614278 32
1298614443 32
1298614682 54
1298616277 48
1298628098 48
1298628599 48
1298631826 53
1298632697 828
1298633560 828
1298637404 852
1298637519 854
1298637677 854
1298637875 879
1298638114 903
1298638375 927
1298638548 950
1298638855 975
1298639215 1006
1298639521 1032
1298639701 1032
1298639826 1032
1298641371 1032
1298680276 1032
1298725983 1155
1298726003 1164
1298726067 1325
1298728002 1763
1298728349 1763
1298735427 1872
1298785160 1467
1298798599 1474
1298847999 1474
1298900411 1506
1298909717 1567
1299040552 1698
1299567678 1831
1300031190 1832
1300528730 1866
1300892925 2261
1300893190 2261
1301026223 2039
1301027113 2040
1301027529 2043
1301902773 2219
1302140203 2043
1302142251 2261
1302618095 2261
1302727183 2309
1302727591 2327
1302733572 2277
1302734281 2269
1302735176 2261
1302735616 2261
1303063996 2365
1303363403 2366
1303785867 2425
1304534314 2458
1304578483 2458
1304579076 2458
1304876367 2458
1304925385 2458
1305028761 2458
1305032003 2501
1305033078 2467
1305033164 2493
1305033457 2501
1305044911 2629
1305050256 2611
1305112813 2629
1305113008 2657
1305178354 2685
1305647830 2685
1305647856 2710
1305647889 2710
1305649633 2715
1307301224 2723
1307301467 2739
1307301631 2755
1307302383 9916
1307342375 9946
1307735272 9964
1307735537 9968
1307735743 10727
1308079213 10727
1308097829 10727
1308098134 10741
1308098219 10773
1308105831 10775
1308105884 10775
1309003177 10794
1309003529 10980
1309073207 10980
1309159153 10984
1309224493 11086
1309224515 11115
1309244481 11155
1309583029 11173
1309826716 11205
1309827377 11213
1309833496 11245
1310572011 11250
1310806747 11309
1310808325 11389
1310808449 11559
1310809499 11558
1310872106 11585
1310872783 11563
1311637493 11585
1312930500 11603
1313457971 11669
1313968349 12427
1314243713 12437
1314833083 12525
1315035144 12734
1315379420 12747
1315379922 12803
1315380188 12803
1315380382 12810
1315432180 12814
1316072184 12851
1316072213 12838
1316157355 12842
1316157551 12846
1316561885 12878
1316562078 12895
1316562137 12942
1316562367 12975
1316562437 13026
1318203349 13057
1318306627 13064
1319438977 13067
1319678790 13097
1320354914 13101
1320624680 13116
1320815631 13147
1321399910 13177
1321499571 16770
1322434821 21338
1323129284 21338
1323311401 21343
1323311735 21371
1323312064 21439
1323819596 21439
1323819958 21473
1323819998 21575
1323823767 21611
1323824980 21679
1323824987 21708
1323824993 21734
1323932049 21769
1323932053 21773
1323932058 21798
1324007090 22250
1324251558 22349
1324568922 22387
1325631487 22397
1325631769 22401
1325631840 22416
1325632065 22432
1325650004 22491
1325809869 22537
1327376515 22568
1327376714 22570
1327440324 22667
1327441424 22735
1327442657 22851
1327471030 36433
1327616217 43356
1327622923 43473
1327623374 43499
1327736141 43622
1327816750 43630
1328227894 43665
1328228529 43756
1328338581 43757
1328338700 43756
1328431925 43757
1328608859 43788
1328608912 43821
1328733069 43939
1328733282 43984
1328733846 44007
1328847777 44044
1329273053 44044
1329273095 44044
1329273130 44044
1329734183 44075
1329734442 44110
1329792908 44111
1329946568 44122
1329947273 44125
1329947384 44126
1329950668 44130
1330033723 44130
1330294579 44176
1330294924 44177
1330824393 44376
1330824470 44390
1330824600 44399
1330836924 44398
1332139650 44404
1332720998 44472
1332834536 44481
1332834576 44491
