1298613348 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298613499 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298613615 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298613693 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298614028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298614278 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298614443 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298614682 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298616277 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298628098 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298628599 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298631826 0 0 0 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298632697 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298633560 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298637404 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298637519 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298637677 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298637875 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298638114 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298638375 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298638548 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298638855 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298639215 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298639521 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298639701 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298639826 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298641371 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298680276 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298725632 0 0 0 780 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298725983 0 0 0 904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298726003 0 0 0 904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298726067 0 0 0 904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1298728002 0 0 0 904 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
